"","user","grade","review"
"5667","러브레터","6","볼만한 좀비물이긴 한데, 시나리오가 너무 빈약하고 주인공들의 심리묘사가 너무 단순 디테일하지 못하고, 마지막 한국적 심파 억지 눈물 짜내기는 너무 식상해서 별점 1.5점은 까먹음... 편집 실패 감독의 역량을 그대로 보여줌!"
"5668","Apex","2","그런대로 긴장감은 잘 살린 듯 합니다. 마지막에 신파로 빠지면서 오글오글해 죽는줄 알았네요. 애가 터널에서 노래부르는 것도 그렇구요. 기대 안하고 그저 시간 때우려고 보시는 거라면 안말립니다."
"5669","한얼","10","믿고보는 공유~!~!"
"5670","paris","0","중간중간 극본이 엉망..좀비가 나타났는 그 와중 배역들의 여유로운 잡담...젤리를 나눠먹고"
"5671","사랑이75","10","어제 가족들과 함께 보고왔어요.. 전 너무 재밌게 잘 봤어요~"
"5672","꿀꺽","8","주인공  들은 좀비한테  물렸을때 생각할거  다  생각하고  감염 첟천히  되는데  일반인은  물리자  마자  바로  좀비됨좀비가  넘  빨리되서  당황스러움"
"5673","aston martin","3","형편없는 연출과 엉성한 줄거리가 보는 내내 본전을 생각하게 만드는 영화. 마동석이나 공유의 연기가 그대로 쓰레기가 되고 그들의 죽음에 안타까움이 안생길 정도로 한심하게 만든 최악의 영화. 테러더라이브는 이 영화에 비하면 오스카 급임."
"5674","무지개","6","열씨미만든 분위기가 느껴짐...다만 뉴꺼라 안볼려 했는데...@.@"
"5675","곽부성","0","유치함 정말 최악"
"5676","말캉","4","엉망인 영화,스토리, 연출력, 연기력 과잉등 뭐하나 제대로된게 없다.흥미...? 제대로된게 없는데 흥행을 하니 으아할수 밖에...이런 영화 많아봐야 절대 영화발전에 도움 안된다!"
"5677","2016","10",""
"5678","식이","4","솔직한 후기입니다.  2주전 보고 지금 쓰네요  좀비가.... 조금 어설픔  영화 마지막에 이상한 스토리 마무리...  난 왜 부산행이  조금 유치하지? 생각함 주의에 물어보니 잼있다고  많음  2명이 별로라고 한 친구가 있었음  그친구랑 이야기해보니  왜 재미가없는지  알았음 미드 워킹데드보실분은 비교할수밖에 없네요"
"5679","오늘","6",""
"5680","셀트푸어","4","."
"5681","dhsgsvwhwi","5","좀비물을 거의 섭렵한  1인으로  그저 그런 영화.  그러나 인간의 본성을 가감없이 다양한 캐릭터를 통해 노출 시킨건 괜찮은  이야기거리. 결론은  정체성이 모호한 영화이면 뒷맛은 개운하지 않음.  추천하라고? 글쎄...다른거 보겠다"
"5682","난다페퍼민트","9","나름 재미나게 봤어요그 저는 슬펐어요..사랑하는 가족들이 좀비로 변하는...현실성이 없긴하지만.나름 굿!!!!"
"5683","Python","6","꽤나 깔끔한 맛의 한국 좀비 영화. 좀비 역 배우들의 연기가 의외로 어색하지 않고 좋았습니다. 처음부터 별 다른 설명 없이 이야기가 간결하고 빠르게 진행됩니다. 후반부 한국 영화 특유의 생뚱맞은 신파를 끼워넣은 부분은 조금 아쉬웠습니다. 극한 상황에서의 심리 묘사가 추가되었더라면 더 좋았을 것 같습니다."
"5684","휴먼에이지","5","돈 아까워. 이게 돈 주고 볼 영화? 개그치나? 허접영화. 그나마 공유 연기는 만점. 수준 이하 영화. 어린이 영화인줄 알았다. 우뢰매보다 못하네."
"5685","푸르른솔아","7",""
"5686","dkfrjdjqtdj","7","잘만든재밌는좀비영화가 될수있었는데 마지막 공유의 회상씬은 영화질을 급격히 떨어지게 했음"
"5687","편의점","10","한국영화의 도약 짱~""최고"""
"5688","신상원","10","시간가는줄 모르고 본 흡입력있는 영화입니다."
"5689","jdhs1199","7","마지막에 리얼욕나올뻔했음.."
"5690","croslayer","10","난 기대안하고봐서인지 재미있었음ㅋㅋ 그냥 가볍게 보러갈만함 특히 좀비들연기가 리얼하고 긴박감있게 좋았음. 주말저녁 만천원내고봤지만 후회는전혀안됨"
"5691","Saint_007","10",""
"5692","박현","1","리얼리티, 개연성 따위의 용어들을 배제하더라도, 영화가 실제를 환상처럼 재구하는 특수한 오브제라는 사실은 차치하더라도진영에서 충청도 사투리는 좀 생각없지 않았는지.시나리오 검수팀도 없이 만든 영화에 지갑을 열고 티켓을 끊어달라고청하는 것은 염치없다고 생각하지 않는지 피드백해보시길."
"5693","제이드","6",""
"5694","LEE_","7","그런대로 볼만한 영화. 마지막 마무리만 잘됐으면 8점...."
"5695","artist","9","잘 만든 좀비 영화.좀비 영화에 대한 이해가 없는 사람들은 개연성 찾으며 설득력이 없다고 할지 몰라도 좀비 영화는 원래 처음 좀비의 등장을 시작으로 끊도 없이 쫓김. 이 정도면 외국 장르인 좀비물을 가져다가 굉장히 잘 만들었다고 생각됨. 부산행 좀비 배우들 외국에서 캐스팅해 갈지도ㅋㅋ좀비 연기 압권"
"5696","azby0376","1","용석이가 엄마를 찾아가기 위한 생존의 몸부림이 인상적이였다... 실질적인 주인공."
"5697","Narcissism","7","왜 양극단으로 나뉘는지 궁금하네요그럭저럭 나쁘진 않아요~"
"5698","윤윤홍홍준","10",""
"5699","김경철","10",""
"5700","아카시아","1",""
"5701","sunny","8","좀비가 너무 빨리 뛰는거 같아서 그게 좀 ;;; 되려 어설프게 느껴졌네요 ㅠ"
"5702","오영진","0","재미있게 봤다는 사람들 진짜 재미있게 본거 맞나요? 스토리 구성 자체가 심형래 영화 반도 못따라가는 형편없는 영화입니다. 사건이 왜 일어났는지 어떻게 해결해야될지 아무런 대책도 없이 그저 다 죽여야 해결된다는건지  아무 메시지도 없어요. 나를 포함해 700만이 이 영화를 봤다는게 놀랐습니다."
"5703","이선희","10","이건 영화다 영화다 하면서 봤는데도 무섭고 흥미진진했어용"
"5704","두시","10","아주  잘 만든 영화  ~ 재미 없다는 사람  이해  안가네~ 감정선이  안보인다는 건가... 단순 좀비 영화가 아닌 생각 하게 하는 영화"
"5705","몬","9","나름 쫄깃하네 2도 나올려나?"
"5706","네모","9",""
"5707","amyc","10","대박 재미짐"
"5708","김화중","1","기대하고봤다가...아..."
"5709","새콤달콤","10","아, 제발 이런일은 영화 속에서만의 일이기를"
"5710","김찬우","8","사랑하는 이들이 좀비가 되어가는데 어찌 안 슬플 수 있으랴."
"5711","쩡오야","10","아시아최초 좀비영환걸감안하면 별다섯!!"
"5712","나여니","10","너무 감동적이었어요ㅠㅠ재밌게 잘 봤습니다."
"5713","단지손이","10","굿,  잘만든 영화였어요"
"5714","박지윤","9","깜짝깜짝놀라는데 재밌는영화 끝나고 나올때 사람들이 다 좀비로보임 ㅋㅋㅋ"
"5715","McQueen","10","좀비영화중 최고다..유머,오락성,긴장감 모두...실제 평점은 8점정도대는 받아도 되리라 생각하나 현재 7.2점이므로 10점 줍니다 ㅎ"
"5716","애물딴지","10","우리나라 좀비영화 의 최고 임!정말 숨조리면서 이 무더위에 딱 적임 인 영화였어요 ㅎ웃기고ㆍ무섭고ㆍ심장쿵쾅!  마지막에는 너무 슬퍼서 울었네요ㅠㅠ공유오빠 ㅠ역시 연기최고마동석 오빠 최고 ㅋㅋ 역시 실망안시킴유미언니 만삭  임산부역할 웃겼지만  너무 잘 뛰어서  걱정됐어요 ㅋ꼭보세요~^^♡"
"5717","APMath","10","너무 무섭고 슬프다.공동체 의식을 가지고 정의롭게 살아야 한다.정말 잘 만든영화다."
"5718","루소","2",""
"5719","코스모폴리탄","10","왜 깐느에서 기립박수 받았는지 알겠더라 깐느 출품한것 만으로도 충분히 볼가치가 있다. 재미없다는 사람 당최 이해불가!!!예리한 군중들의 사회적 통찰도 엿보이고재미와 교훈까지 다 갖춘 영화다특히 처음 좀비로 나왔던 심은경의 연기가 압권이었다.이번년도 최고의 영화다!!!! 다시보고 싶은 영화 강추!!!"
"5720","쩌리","10",""
"5721","OK","1","시위하는 사람들을 좀비떼로  표현하고경상도쪽으로가면  안전하다는   영화"
"5722","싯간","8","옥에 티도 있었지만 전체적으로 잘 만들어진  영화네요~죽어서 괴물로 다시 태어난 사람들과살아있으며서 괴물과같은 사람들ㅡ괴물같은 삶을 살다가 죽음앞에 인간되가는 사람들 ㅡ나는 우리는 어떤모습으로 살아가고있는걸까?인생이라는 ktx에서~~"
"5723","SAD","10","한국영화 사상 아저씨 다음으로 시간 가는줄 몰랐어요 ~중간에 정신 차리고 시간 봤더니 20분 남았더라구요..일단, 다른거 다 집어치우고 리얼한 영상미와 끊임없는 좀비와의 대치 신은 손에 땀을 쥐게 합니다~정말정말 강추입니다~무더운 여름 잠시나마 시원하게 극장으로 고고~"
"5724","이영주","8","한여름  아이들과 오랜만에 으스스한 영화봤네요정말 재미있었습니다"
"5725","풀솔아","1","좀비들에게 모든 국민들이 바이러스에 감염되어가는데 감염된 경로,대책, 치료방법등은 없고..걍 좀비 총살이 대책??..영화관람자가 7백만 넘었다 하여 혹 한 것을 후회 한다. 내용도 없는 영화다~!"
"5726","성공이","7","볼만함"
"5727","special one","5","난 안봐서 아직 모르겠다 잼있다는 글 달리면 바로 보러간다"
"5728","럭셔리꼴통","8","한국판좀비영화  우리나라도 이렇게 만들수있구나갠츈 시간가는줄모르고 봤어요"
"5729","maitreya","10",""
"5730","kammi","1","아직 한국영화는 멀었다는걸 다시 한 번 느끼게해주는 영화"
"5731","비풍초","9","좀비영화인데 내용이 알차고 재미있게 감상했네요"
"5732","LSH621202","7",""
"5733","콘실크","8","스피디하고 깔끔하게 잘나온 한국판 좀비영화.좀비영화답게 한여름의 즐거움으로 많은걸 바라지 않고보면 재미있어요."
"5734","레드마운틴","7","시간가는줄 모르고 봤어요. 재미있고 좀비들 연기가 훌륭하긴한데 해피엔딩은 아니라서....-_-;"
"5735","엉수기","10","최고의 좀비  영화입니다."
"5736","물고기의비밀","10","방금 보고 나왔습니다. 난 완전 재밌게 봤네요~"
"5737","포르타멘토","10","ㅋㅋㅋ 좀비영화 보면서 현실성 없다는건 무슨 똥같은 소리 ㅋㅋㅋ 난 재미만 있던데 ㅋ 진짜 긴장감이 풀어지지가 않더라 강추"
"5738","wendy","6","개연성도 없고 스토리도 전체적으로 밋밋한 영화호러물 싫어하는데 무서울 것도 웃음 코드도 감동도 보통수준입니다~"
"5739","봄날은온다","9","와~스피드있는 좀비라 더 무서워ㅠㅠ 재밋어요~과하지도 않고,  사람이 더무서움....그리고 정부  하는짓도 현실과 똑같아서 짜증남."
"5740","jamesson","9",""
"5741","길보근","0","어설프게 외국 좀비물 따라해서 재미없어요돈아까움...."
"5742","봄날은온다","0",""
"5743","진영사랑","10","와~~정말 인생영화 됬네요♡♡ 넘넘 재밌었고 스릴있었어요"
"5744","평화","10","정말 가족의 의미와 정의가 무엇인지를 보여준 영화"
"5745","박화숙","8","잼 있게 봤어요...^^"
"5746","제이드","7","공유 땜시롱 봄  볼만?함<U+11A2>ㆍ<U+11A2>"
"5747","정성미","8",""
"5748","닉네임","10","영화끝난 후 다리를 풀리게하는 무섭고도 감동적인 공포영화이다."
"5749","박혜진","9",""
"5750","메이","5","크게 와닿지않는 감동과 전개는 좀 ..황당하다 기대하구 본 영화가 실망스러웠음"
"5751","치히로","10","외국 블럭버스타보는듯.잘만들었다.쉴틈없이 재밌었다"
"5752","삼화OA가구","10",""
"5753","malmadang","8","방금 아이들과 봤는데 이정도면 괜찮아요.다 재밌었다 함."
"5754","비오는압구정","9","굿굿재밌어요 ~^^"
"5755","CURRAHEE","8",""
"5756","블랙펄","9",""
"5757","Mr_ choi","1","음.... 내용도없고, 감동도없고..그냥, 기차안에서 좀비랑 싸우는 영화...."
"5758","꾸러기","8","영화의 앞뒤 스토리가 완전치 않았음!어린애 엄마가 어떻게 되었는지 공유하고 통화한 사람쪽 상황도 안나왔고해서 좀아쉬웠는데 우리나라 좀비 영화치고는 볼만한영화임!마동석 연기짱!공유외공유딸역아이연기도좋았고그외다른출연진들연기도볼만했음!여름좀비영화로는볼만한영화였습니다!!!"
"5759","jy","10","굿 재미있었어요~재미없었단분들많아서 기대안하고 아들이 보여달래서 같이가서봤는데,,꿀잼ㅋ 마블리 너무멋있고 딸램수안이 연기잘하네요"
"5760","잠깐만요","6","스토리는 좀 어설프지만 그냥 봐 할머니가 들려주는여름밤 무서운이야기정도로"
"5761","seunggon","4",""
"5762","yds001","7","볼만은 했다"
"5763","잿간모티","6","시작도없고...끝도없고...영화관나오면서 실망하고...칠백만명넘었다는데서  쓴웃음나오고..."
"5764","마빈","4","내용이 너무 없는듯.."
"5765","백곰","7","광고나 티져 영화로 보고 기대했던 것 보다..극의 긴장감이 약한것 같다. 마지막에 가서 좀 더 극의 구성이 뛰어난것 느낌.. 연기에 몰입이 잘 안됐음..개인적으로는...홍보가 너무 잘된것 같다"
"5766","김형기","10","평균평점이 너무 낮아서 10점 줍니다. 지루함 없이 2시간 끝까지 달린것 같네요~* 눈물까지 납니다."
"5767","안수열","5",""
"5768","Baseball_Man","8","감동까진 아니지만 눈물뽑는데 성공 잼있었음"
"5769","정은영","10",""
"5770","칼라","8","생각보단 볼만했음."
"5771","평상심으로","10","그냥 스릴감 넘치는 좀비영화.우리나라 성인 남자들에게 스릴감 하나만 기대하고 영화 보라고 하면 추천할 만한 영화.단 여성과 아이들에겐 혐오영화가 될게 뻔함."
"5772","앙마","1","최근에 본 영화중에서 최악"
"5773","그린라떼","7","마동석 짱 ~ 좀비 다시 살아나던데 어떡해 방어했는지 좀 알려주세요~!!얄미워지다가 불쌍해져버린 공유, 부담없이 그냥 보시길 추천 합니다"
"5774","옥동녀","7","기대보다는 좋았지만 끝나고 좀비만 생각나는 영화.."
"5775","좋은엄마","9",""
"5776","gRilledcOIn","8","월드어z+사일런트힐 좀비.새로울건 없 지만 한국영화니까"
"5777","mimi","9","웃기도하고 울기도하면서 잼나게 잘봄.. 좀비쫒아오는것도 전 무서워서 발동동거리며 열심히봄  괜찮은 영화임"
"5778","extraordinary","9","좀비영화 별로인데 부산행은 재미있게 봤어요. 클리셰 많다해도 볼만한 영화에요. 감동도 있고 재미도 있고. 스크린 엑스로 한번 더 보고 싶기도 해요."
"5779","엷은노랑은행잎","7","처음과 끝의 개연성 없음에 피식 웃음이 나지만,  재밌게 봤어요~"
"5780","하이하이","1","그닥... 흔한 좀비영화"
"5781","토이","7","월드워z나 28일후에 비할 바는 아니지만 꽤 잘만들어졌다.so so ..7점준다 마지막에 한국판 신파만 아니었음 했고, 스토리가 약한 게 흠이다. 좀비자체는 헐리우드랑 비교해도 될 정도, 스토리만 좀만더 보강했다면 명품일텐데 아쉽다..."
"5782","predac","8","잘 만들었다. 군더더기 없이 깔끔하게 진행된다. 곡성과는 수준이 다르네..다만, 감염에 의한 것을 알면서 (그렇다면 당연히 매개체는 혈액일 수 밖에 없고) 손에 피를 묻힌 채 딸을 어루만지는 아버지라는 게 가능한 설정인가."
"5783","스미레","10","근래 본 영화 중 몰입도 최고였어요~9살 아이도 같이 울면서 봤네요..아이 키워 본 엄마 아빠면 다들 찡했을 듯..좀비 영화 좋아해서 많이 봤는데 헐리웃 못지 않았어요. 좀비 연기 최고!!"
"5784","winter","10","여러 해외좀비 영화를 봐왔지만 부산행을 더 재미나게 보았다.그냥 오락 영화로 생각하고 봤는데 인간애도 담긴명화..평점 낮게 주는 사람은 세익스피어 책이나 읽기를..그냥 좀비영화는 좀비 영화로 생각하고 보길.."
"5785","하여튼","3","이런 어설픔이란 이 정도 관객은 사치다"
"5786","purple","10","한순간도 긴장감을 늦출수 없는 영화"
"5787","purple","10",""
"5788","자몽","7","큰 기대는 안했는데, 생각보다 좀비도 괜찮았고,, 꽤 스릴있음. 꼭 극장에서 봐야할 듯."
"5789","화이트갈매기","7","눈물 펑펑 신파만 아니었어도 더 뛰어났을 한국판 좀비영화. 배우들이 다 좋다. 특히 마동석!!ㅋㅋ"
"5790","풀잎향기","10","으외의 좋은짜임새 꽉찬내용 세상에대한 날선풍자와 생각할것 느낄것도많이던져준다"
"5791","풀잎향기","10",""
"5792","풀잎향기","10","제돈내고보는데 안아깝다 짜임새가좋고 으외의 풍자와상징이많은영화 느끼고생각할부분도 많다"
"5793","풀잎향기","10",""
"5794","딸기맛두유","10","공유 짱 잘생김~ 너무 재미졌어요^^조연도 다~~~~연기 잘하고 진짜 잼남~^^"
"5795","들풀","7","내몽은 없지만..짐시 시간은 보낼 수 있는..지극히 평범한 영화..한국좀비는 아직 무리인가?"
"5796","자유부인","6","앞뒤없이 중간만 있는   좀비영화...우리나라가  처음 좀비에 돈을 투자한영화이니  그나마 평점4~에서6으로 올려줄께요..곡성은잘만든영화 결론안내 낚끼게 하드니 요즘 이런식이 유행인가봐요..결론을 안내..참내.."
"5797","dkm","5","기차라는 특별한 소재를 쓰긴 하였으나 결론은 다른 좀비물과 비슷한 전개로 양상이 진행됨. 그래도 한국식? 이기주의의 끝판이 너무 현실적이여서 좀비보다 사람이 무섭다는 것을 깨닫음."
"5798","바꾸지마","5","가족애를 억지로 쥐어짜는 ㅡㅡ 캐릭터가 없는 등장인물들, 소문만큼은 아니네요"
"5799","공호","5","아휴...혹시나 했는데 역시나... 정말 어설프다라는 표현이 딱 적당한 영화"
"5800","오후","8","영화 취향이 다른 분도 많겠지만..다른나라 좀비영화 보다 낫다처음부터 끝까지 긴장의 끊을 놓지않게 하는 줄거리. 좀비역할 배우들..박수 받을 만 하다"
"5801","귀연아기나영","7","7점정도는 줄수 있을듯 싶네요.  제기준에서 8점이면 꼭봐야할영화 9점이면. 인생에 한두개 있을영화. 이정도 기준입니다 7점은 영화관에서 볼만한 영화. 그정도. 욕이 많은데 보고 나오면서 욕나오는 그런영화 수준은 아닙니다 ㅎㅎ"
"5802","Interpreter","8","기대 안하고 봤는데 헐리우드 좀비물 느낌이 물씬 나는 듯 하면서 몇몇 씬들은 오히려 압도적인듯. 좀비물은 액션과 스릴로 보는데 이 영화는 이 두가지를 확실하게 표현하고 있다. 영화 후반 뜬금없는 시간 끌며 눈물짜기는 감점 요소."
"5803","기술에서예술까지","5","헐리우드 좀비물에 길들여져 있는 저는아쉬움만 컸습니다.아직은 좀비물을 따라가기에는 부족함이 많습니다.어쩜 저의 기대가 컸는지도 모르겠습니다.마동석외 남는 캐릭터가 없고 그래픽은 아직 허술하고그나마 몇몇 좀비 캐릭터가 연기를 가장 잘 한것 같습니다."
"5804","은진-예진이네","8","온전히 영화만을,그것도 보는이의 입장에서만 보자면, 이거저거 다합산해서 7.5정도로 느껴짐. 감독에 대한 평가, 지들만의 리그에서 이해되는 아직 개봉되지도 않은 다음 작품에 대한 기대, 뭐 그런 영화에 관한 이 영화 외적인 요인이 이 영화를 이끌고 있지않나 하는 의심 같은 호감이 있는것 같음."
"5805","천국아이","5","입소문이 전부였습니다..스토리..드라마..가 약해요..솔직히 잘 만들었지만 별로 재미는 없습니다.."
"5806","st5rwfvjjfds","10","오늘 보고 왔는데 재미 있게 봤어요 애기가 연기를 너무잘해 안울려고 버텼는데 마지막 장면에서 그만.."
"5807","주원맘","10","우와  핵 재미  이건  완전 실제 좀비같다. 마요미  짱"
"5808","강너머서울","9","평점보구 기대를 안해서 그런가... 속도감있는 전개에 기대 이상이였던 좀비들 연기, 시간 가는 줄 모르게 잘 봤다. 다만, 아직 애니메이션에서 벗어나지 못한 음향, 대사는 거슬렸다.."
"5809","kdw","3","영화 여배우들 따먹으려고 만드냐 이런게 무슨 요즘 배급사가 영화 만든다더니 고증없는 명량에 이어 분장에만 돈들인 좀비영화 삼백만이라는데 솔직히 이게 그정돈 아니지않나"
"5810","호호","10","왠만하면 이런거 참여 안하는데 완전 짱 너무 재밌었네요 시간이 가는줄 몰랐네요 좀비들도 진짜 연기를 어쩜 이리 리얼하게 하는지 올해 최고의 영화같습니다 공유씨 남우주연상 축하드려요~^^"
"5811","silver","0","왕 허접"
"5812","여유있게","10","헐리웃 좀비류 영화와 비교 할필요 없습니다앞뒤, 옆사람들 깜짝 깜짝 놀라는거 보고 혼자 킥킥 거리며 웃었어요화려한 CG특수효과. 공포,스릴러,액션에 많은 적응이 되신분들에겐다소  무리가 있을수 있겠네요.   각 배우들의  연기는 좋습니다."
"5813","kk9004","10","아들하고 좀전에 보고 나왔는데 먼가 찡한 느낌을 받았어요 마동석씨 공유씨 자신들도 무서웠을텐데 가족들을 위해 희생하시는 모습에 다시한번 가족애를 느꼈구요 이기적인 사람이 되지 않기로 했어요~배우분들 수고 하셨습니다 ~"
"5814","작은아이","10","곡성보다 더 무섭고 끔직함그러면서도  눈물이 나오는 영화    정말 잼있게 잘   봤어요"
"5815","하는일마다잘되리라","10","와 정말 거짓말 안하고 월드워z보다 훨씬 재미났고단순 킬링타임용 영화가 아니라 묵직한 메세지가 있었다컨트롤타워가없는 무조건 쉬쉬하고 은폐하고 넘어가려는이나라 정부와 그속에서 혼란스럽고 피해입는 국민들이 대놓고 떠오르네요"
"5816","math","8","난 무서워서 영화 반만본듯..끝나고 사람들 우루루 나가는데 다 좀비로 보임."
"5817","천사","10","좀비영화싫어하는데 재미있게봤어요"
"5818","코이","8","볼만만해~~~~"
"5819","유레카","10",""
"5820","겅헙주","2","어찌 서울서 시작한 좀비가 기차보다 더빨리 지방으로 퍼졌을까?그리고 부산은 좀비재아이 퍼지기전에 벌써 진압?"
"5821","야생마","2",""
"5822","토돌","7","동대구역에 섯을때 밤이 오길 기다렸으면 되는거 아닌가"
"5823","날아라욱스","10","역쉬 좀비영화는 맥락이 없어야해. 주변에 재미 없다고 말하는 사람들이 많아서 별 기대 안하고 봤는데, 참 재미있게 봤다."
"5824","알까고","4","너무 심한 억지 설정"
"5825","람세스","10","기대 안하고 봤는데.... 사롸있네!!!! 좀비!!!! 하나하나가 춤선생님 몇개월간 지도로 탄생!!!! 대박!!!!!!!!"
"5826","하늘사랑","10","서양 좀비물과는 차원이 다르네요 역시 한국사람의 감정적인 부분이 호러물같지않게 잘 만드네요"
"5827","장군","9","방금 보고 왔는데~ 전 너무 재밌게 봤어요~원래 눈물이 많아서 마지막 장면 보고 좀 울었네요~ 여튼 스릴도 있고 잼 났습니다^^"
"5828","미하탱이","10","올해 본 영화중에 제일 기억에 남았어요..아이가 입는 입장에서 봐서 그런지 감동도 있고연기도 좋고 자는데 좀비들 생각이 계속 나는 후유증은쪼끔 있었지만 재미있게 봤어요^^첨부터 끝까지 심장이 쫄깃한 영화에요 강추!"
"5829","얄꼴","9",""
"5830","칠진","10","오늘 울딸들과 보고왔습니다~ 제가 본 다른 좀비영화보다 감동적이고 또 보고싶은 잘 만든 영화네요~ ^^"
"5831","유니윤희","9","감동과짜릿함을 동시에 선사하는 영화였던거 같아요~~"
"5832","민트초코","7","재미있게 봤어요. 연기 못하는 배우들이 약간 거슬리긴 했으나 스토리는 끝까지 탄탄한 느낌이었습니다~^^"
"5833","은빛 모래","10","긴장감 넘치고 빠른 스토리 전개, 오락 영화로서는 최고였음."
"5834","쑥이가","10","최고시다"
"5835","오명복이","10",""
"5836","다비도프","9","개봉첫날봄. 제이슨 인천상륙도봄. 세편중 젤잼남"
"5837","ii","5","좀비영화는 원래 유치한 맛으로 보는거라 기대 없이 봤습니다. 의외로 좀비역활하는 배우들 연기가 좋아서 실망안했어요. 또 뭣보다 영화배우는 비쥬얼이 중요하구나 실감을 했네요. 선해 보이는 얼굴이라 이기적인 펀드매니저 역에 공유가 어울리진 않았지만 잘생기고 키크고 체격좋은 남자 보는것만으로도 좋았네요 ㅎㅎ"
"5838","yuni","9",""
"5839","싹트네","9","오늘 중딩 아들 초딩딸 신랑이랑 함깨 봤어요 긴박하고 아찔아찔 롤로코스트 탄것처럼 짜릿 했어요 애들도 재미있어하고 저도 어떻게 어떻게 하면서 주인공 빙의되서 봤어요ㅎㅎ 강추"
"5840","정훈재","0","각종 포털 돌아다니면서 평점주긴 내생에 처음이다 절대보지마라 진짜 절대보지마라 경고한다 절대보지마라 무슨일이 있어도 보지마라"
"5841","개구","10","개봉전부터 기대했었는데 기대 이상으로 정말 재미있게봤어요"
"5842","은비","6",""
"5843","vhan1945","0","돈아까움"
"5844","이정민","7",""
"5845","장군이","1",""
"5846","오늘은너내일은나","9","영화"
"5847","검은별","2","스토리부족"
"5848","카리스마","10","가족들이 보기에 좋은영화고. 지루할 틈이없어서 너무 좋았어요. 그리고 좁비가 너무 징그럽지 않아서 보기 편했던거 같아요."
"5849","최서현","10","꿀잼!우리나라의 첫 좀비 영화 치곤 잘 만듬..아직 해외 좀비  영화 보단 많이  약하지만 발전 하면  좋을듯"
"5850","제니스","7","개무서움"
"5851","주디","10","보는내내 손이 안펴짐 긴장돼서"
"5852","#나그네#","10",""
"5853","rahula","8",""
"5854","이정순","1",""
"5855","제주소년","8","내용이 신선했다, 국산 좀비 영화는 처음이었다, 중간중간 마동석 코믹연기가 재밌었고 나쁘지 않았다, 감점요인은 주연배우 이외의 연기력이 좀 부족한 느낌, 특히 애 우는 장면은 가식적으로 보이고, 스케일이 좀 작았다, 그래도 나쁘지 않은 영화였다"
"5856","에너자이저","6","오늘보고 느낀건 천만까지 갈 영화는 아니라고 느꼈습니다 .좀 뭔가 부족한 느낌인데..."
"5857","미달이","10","배우들의 연기도 좋고 긴장감 넘치고 재미있습니다~ 좀비들의 연기가 압도적입니다~ 좀비영화를 거의다봤지만 나무랄것없는 수작입니다~^^"
"5858","알랑가몰라","8","우선 긴장감은 최고~ 개연성 없는 스토리 있으나 오락 영화라서 그닥 따질건 없는거 같고요 여름에 피서용으로 딱이네요. 거기에 사회 비판적 구성은 다시금 헬조선 생각하게 되는 씁쓸함이~ 한국 좀비영화 이정도면 괜찬았음요"
"5859","행복한천사","8","재미있었어요"
"5860","안동성대","10",""
"5861","권태경","10","정말최고입니다"
"5862","메이킨큐아직도몰랑","7","음,,,솔직히말해서 와~졍도는아니지만좀비들연기는 대박!! 볼만함!!"
"5863","구염무노","9","재밌쥬 좀비영화보면서 몇번이나 울줄이야"
"5864","효영","9",""
"5865","방패","8","나름 괜찮음~~^^"
"5866","liebe","8","좀비영화라는 말을 듣고 기대안하고 봤는데 생각보다 몰입도가 높았고 우리나라에서 좀비영화로 제대로 시작한다는 점에 의미부여할만했습니다.그리고 주인공이 꼭 살아남아야만 한다는  고정관념을 깨서 좋았고,꼭 해피앤딩이 아니어도 여운이 더 오래 갈 수있다는 생각이 들었습니다.조금은 엉성해도 몰입도는 강했네요"
"5867","일편단심민들레","0","아니"
"5868","wltbd92","10",""
"5869","자수성가","9","어설픈 편집과 연출등이 종종 보여아쉬웠지만,  그걸 감안해도 증말 시간가는줄 몰랐슴,  흥행요소를 마니 분석하고 만든게 보임. 마동석 짱.  공유도 배우로써 인지도 잘 굳힐듯.  좀비물이지만,  징그럽고 피튀기는건 약하게 처리해서 공유좋아하는 여성관객도 보기 좋아요"
"5870","이쁜이","10","우리나라에도 좀비영화가 나왔어요 ㅎㅎ 재밌게보고나왔어요"
"5871","candy9249","3","조금 뜬금 없었지않았나 하는 생각이 들어요. 영화괴물같이 원인결말이 좀 다뤄줬으면 더 좋았지않았을까하는 아쉬움이 많았어요."
"5872","sang","8",""
"5873","황축구","0","알바들 참 만타 시프요.살다살다 이런 말도 안되고 재미도 로맨스도 감동도 없는 영화는 첨이다 시프요.다크나이트만큼의 평가점 어떻게 나왓는지 모르겟지만 참 수준떨어지고 작년 올해 두해에 나온 영화 중에서 단연 최고로 노잼 작품요.알바들이 많은 관계로 내 평점 무자게 짜요"
"5874","김건희","10",""
"5875","햇님","9","단순한 내용이지만 재밌게 보았음"
"5876","gandi1","10","재밌었음"
"5877","노나리","10","좀비영화로서 다소 살아있는 시체들이 너무 빨리 움직였으며 공유와 마동석 등 주요 배우들의 활약상이 매우 감동적임."
"5878","내꼬야","10","마동석정유미 아역만 기억에 강렬하게 남는다...공유도 잘했지만 다들 잘해줘서 재미있게 잘 봤음"
